万得代码,交易所代码,自然日,时间,委托编号,交易所委托号,委托类型,委托代码,委托价格,委托数量,
600000.SH,600000,20240102,91501340,137592,6876,A,S,67000,3700,
600000.SH,600000,20240102,91501420,137593,7345,A,S,68200,2900,
600000.SH,600000,20240102,91501420,137594,7407,A,S,71000,500,
600000.SH,600000,20240102,91501420,137595,7507,A,B,65600,7300,
600000.SH,600000,20240102,91501420,137596,7568,A,S,68300,200,
600000.SH,600000,20240102,91501420,137597,7572,A,S,72300,200,
600000.SH,600000,20240102,91501420,137598,7586,A,S,68600,300,
600000.SH,600000,20240102,91501420,137599,7602,A,S,69000,1000,
600000.SH,600000,20240102,91501420,137600,7624,A,B,64000,1000,
600000.SH,600000,20240102,91501420,137601,8022,A,S,72800,1300,
600000.SH,600000,20240102,91501420,137602,8278,A,B,64100,100,
600000.SH,600000,20240102,91501420,137603,8536,A,S,67100,500,
600000.SH,600000,20240102,91501420,137604,8550,A,S,67600,500,
600000.SH,600000,20240102,91501520,137605,8614,A,S,68500,3800,
600000.SH,600000,20240102,91501520,137606,8629,A,B,65100,3900,
600000.SH,600000,20240102,91501520,137607,8709,A,S,66200,1000,
600000.SH,600000,20240102,91501520,137608,8722,A,S,67000,1000,
600000.SH,600000,20240102,91501520,137609,8723,A,B,66100,1000,
600000.SH,600000,20240102,91501520,137610,8795,A,S,70000,2000,
600000.SH,600000,20240102,91501520,137611,8819,A,B,65200,1600,
600000.SH,600000,20240102,91501520,137612,9074,A,S,69900,3800,
600000.SH,600000,20240102,91501520,137613,9090,A,S,68200,3900,
600000.SH,600000,20240102,91501520,137614,9218,A,S,67700,1000,
600000.SH,600000,20240102,91501520,137615,9391,A,S,71300,300,
600000.SH,600000,20240102,91501520,137616,9558,A,S,71100,2000,
600000.SH,600000,20240102,91501520,137617,9618,A,S,71000,1400,
600000.SH,600000,20240102,91501520,137618,9653,A,B,63000,2000,
600000.SH,600000,20240102,91501520,137619,9674,A,S,67800,15000,
600000.SH,600000,20240102,91501520,137620,9995,A,B,65800,1000,
600000.SH,600000,20240102,91501520,137621,10002,A,S,66200,100,
600000.SH,600000,20240102,91501520,137622,10024,A,B,65700,1000,
600000.SH,600000,20240102,91501520,137623,10027,A,B,65600,1000,
600000.SH,600000,20240102,91501520,137624,10030,A,B,65500,2000,
600000.SH,600000,20240102,91501520,137625,10088,A,S,66600,500,
600000.SH,600000,20240102,91501520,137626,10099,A,S,66700,500,
600000.SH,600000,20240102,91501520,137627,10118,A,S,66800,500,
600000.SH,600000,20240102,91501520,137628,10127,A,S,66900,500,
600000.SH,600000,20240102,91501520,137629,10135,A,S,67000,500,
600000.SH,600000,20240102,91501520,137630,10219,A,B,65900,4500,
600000.SH,600000,20240102,91501520,137631,10243,A,B,65800,5400,
600000.SH,600000,20240102,91501520,137632,10555,A,B,66000,1000,
600000.SH,600000,20240102,91501680,137633,11480,A,B,66000,5300,
600000.SH,600000,20240102,91501680,137634,11491,A,B,66000,2000,
600000.SH,600000,20240102,91501680,137635,11740,A,B,65800,100,
600000.SH,600000,20240102,91501780,137636,12284,A,B,65200,1000,
600000.SH,600000,20240102,91501780,137637,12486,A,S,69800,2000,
600000.SH,600000,20240102,91501780,137638,12979,A,S,72800,6600,
600000.SH,600000,20240102,91501780,137639,13635,A,S,68000,4000,
600000.SH,600000,20240102,91501780,137640,13651,A,S,68200,4000,
600000.SH,600000,20240102,91501780,137641,13847,A,S,69900,5000,
600000.SH,600000,20240102,91501900,137642,14805,A,B,66200,200,
600000.SH,600000,20240102,91501900,137643,15026,A,S,67900,300,
600000.SH,600000,20240102,91501900,137644,15218,A,B,66300,700,
600000.SH,600000,20240102,91501900,137645,15222,A,S,69900,300,
600000.SH,600000,20240102,91501900,137646,15246,A,S,72800,300,
600000.SH,600000,20240102,91501900,137647,15416,A,B,66300,8200,
600000.SH,600000,20240102,91501900,137648,15769,A,S,67800,11900,
600000.SH,600000,20240102,91501900,137649,16071,A,S,67000,11600,
600000.SH,600000,20240102,91501900,137650,16090,A,B,65800,2000,
600000.SH,600000,20240102,91502020,137651,16314,A,B,66300,800,
600000.SH,600000,20240102,91502020,137652,16347,A,B,65500,500,
600000.SH,600000,20240102,91502020,137653,16348,A,S,67800,500,
600000.SH,600000,20240102,91502020,137654,16695,A,S,67800,3900,
600000.SH,600000,20240102,91502020,137655,16708,A,S,68000,3900,
600000.SH,600000,20240102,91502020,137656,16722,A,S,68200,4030,
600000.SH,600000,20240102,91502020,137657,17488,A,B,64200,400,
600000.SH,600000,20240102,91502020,137658,17566,A,S,68000,200,
600000.SH,600000,20240102,91502020,137659,17573,A,S,67600,3000,
600000.SH,600000,20240102,91502020,137660,17585,A,S,68600,1000,
600000.SH,600000,20240102,91502020,137661,17593,A,S,69700,1000,
600000.SH,600000,20240102,91502020,137662,17605,A,S,70800,3000,
600000.SH,600000,20240102,91502020,137663,17614,A,S,71900,1000,
600000.SH,600000,20240102,91502020,137664,17698,A,S,70600,3000,
600000.SH,600000,20240102,91502020,137665,18085,A,S,66900,11100,
600000.SH,600000,20240102,91502140,137666,18514,A,S,66900,1000,
600000.SH,600000,20240102,91502140,137667,18523,A,B,66100,1100,
600000.SH,600000,20240102,91502140,137668,18657,A,S,69300,3000,
600000.SH,600000,20240102,91502140,137669,18858,A,S,66200,300,
600000.SH,600000,20240102,91502140,137670,19182,A,B,65800,100000,
600000.SH,600000,20240102,91502140,137671,19426,A,S,72800,1000,
600000.SH,600000,20240102,91502140,137672,19466,A,S,69000,300,
600000.SH,600000,20240102,91502260,137673,20310,A,B,60000,2000,
600000.SH,600000,20240102,91502260,137674,20861,A,S,68000,600,
600000.SH,600000,20240102,91502260,137675,21843,A,S,66200,4815,
600000.SH,600000,20240102,91502260,137676,21850,A,S,66700,5800,
600000.SH,600000,20240102,91502400,137677,22771,A,S,72000,200,
600000.SH,600000,20240102,91502400,137678,22809,A,S,69800,5000,
600000.SH,600000,20240102,91502400,137679,23280,A,S,67500,8000,
600000.SH,600000,20240102,91502400,137680,23452,A,S,68000,200,
600000.SH,600000,20240102,91502400,137681,23485,A,S,70600,3000,
600000.SH,600000,20240102,91502400,137682,23498,A,S,71000,3000,
600000.SH,600000,20240102,91502400,137683,23508,A,S,66000,400,
600000.SH,600000,20240102,91502400,137684,23533,A,B,65500,8000,
600000.SH,600000,20240102,91502400,137685,23550,A,S,70000,200,
600000.SH,600000,20240102,91502400,137686,23551,A,S,71600,3100,
600000.SH,600000,20240102,91502400,137687,23748,A,B,66000,5200,
600000.SH,600000,20240102,91502400,137688,23817,A,S,67700,400,
600000.SH,600000,20240102,91502400,137689,24012,A,S,70500,800,
600000.SH,600000,20240102,91502400,137690,24029,A,S,72700,3500,
600000.SH,600000,20240102,91502530,137691,24176,A,S,67200,5100,
600000.SH,600000,20240102,91502530,137692,24192,A,S,67900,5000,
600000.SH,600000,20240102,91502530,137693,24224,A,B,65300,11800,
600000.SH,600000,20240102,91502530,137694,24372,A,S,72800,10000,
600000.SH,600000,20240102,91502530,137695,24377,A,S,67200,800,
600000.SH,600000,20240102,91502530,137696,24378,A,S,67700,800,
600000.SH,600000,20240102,91502530,137697,24379,A,S,68200,800,
600000.SH,600000,20240102,91502530,137698,24380,A,S,68700,800,
600000.SH,600000,20240102,91502530,137699,24381,A,S,69200,800,
600000.SH,600000,20240102,91502530,137700,24382,A,S,69700,800,
600000.SH,600000,20240102,91502530,137701,24383,A,S,70200,800,
600000.SH,600000,20240102,91502530,137702,24384,A,S,70700,800,
600000.SH,600000,20240102,91502530,137703,24401,A,S,71200,800,
600000.SH,600000,20240102,91502530,137704,24402,A,S,71700,800,
600000.SH,600000,20240102,91502530,137705,24403,A,S,72100,800,
600000.SH,600000,20240102,91502530,137706,24404,A,S,72500,800,
600000.SH,600000,20240102,91502530,137707,24405,A,S,72800,1200,
600000.SH,600000,20240102,91502530,137708,24406,A,B,65600,1000,
600000.SH,600000,20240102,91502530,137709,24407,A,B,65200,1000,
600000.SH,600000,20240102,91502530,137710,24416,A,B,62100,600,
600000.SH,600000,20240102,91502530,137711,24550,A,S,70500,500,
600000.SH,600000,20240102,91502530,137712,24611,A,S,70400,4500,
600000.SH,600000,20240102,91502580,137713,24721,A,S,66600,24000,
600000.SH,600000,20240102,91502580,137714,24732,A,S,66700,27000,
600000.SH,600000,20240102,91502580,137715,24743,A,S,62800,28000,
600000.SH,600000,20240102,91502580,137716,24753,A,S,66900,27000,
600000.SH,600000,20240102,91502580,137717,24806,A,S,67200,600,
600000.SH,600000,20240102,91502580,137718,24820,A,S,67400,600,
600000.SH,600000,20240102,91502580,137719,24856,A,B,66000,1000,
600000.SH,600000,20240102,91502580,137720,24949,A,S,69200,500,
600000.SH,600000,20240102,91502580,137721,24953,A,S,70500,500,
600000.SH,600000,20240102,91502580,137722,25014,A,S,68000,1000,
600000.SH,600000,20240102,91502580,137723,25263,A,S,69200,800,
600000.SH,600000,20240102,91502580,137724,25264,A,S,71700,1500,
600000.SH,600000,20240102,91502580,137725,25434,A,S,72800,300,
600000.SH,600000,20240102,91502580,137726,25839,A,S,68200,2000,
600000.SH,600000,20240102,91502580,137727,26035,A,B,60300,20000,
600000.SH,600000,20240102,91502580,137728,26074,A,S,68500,500,
600000.SH,600000,20240102,91502580,137729,26344,A,S,66900,4000,
600000.SH,600000,20240102,91502700,137730,26587,A,B,66300,100,
600000.SH,600000,20240102,91502700,137731,26856,A,S,66200,100,
600000.SH,600000,20240102,91502700,137732,27229,A,B,66300,100,
600000.SH,600000,20240102,91502700,137733,27231,A,B,65100,900,
600000.SH,600000,20240102,91502700,137734,28151,A,S,66900,1100,
600000.SH,600000,20240102,91502700,137735,28195,A,S,66600,3000,
600000.SH,600000,20240102,91502700,137736,28232,A,B,66000,4000,
600000.SH,600000,20240102,91502700,137737,28237,A,B,65700,4000,
600000.SH,600000,20240102,91502700,137738,28245,A,B,65400,4000,
600000.SH,600000,20240102,91502700,137739,28251,A,B,65100,4000,
600000.SH,600000,20240102,91502700,137740,28255,A,B,64800,4000,
600000.SH,600000,20240102,91502700,137741,28257,A,B,61000,1000,
600000.SH,600000,20240102,91502700,137742,28452,A,S,66900,4000,
600000.SH,600000,20240102,91502700,137743,28459,A,S,67200,4000,
600000.SH,600000,20240102,91502700,137744,28467,A,S,67500,4000,
600000.SH,600000,20240102,91502700,137745,28477,A,S,67800,4000,
600000.SH,600000,20240102,91502700,137746,28481,A,S,68100,4000,
600000.SH,600000,20240102,91502700,137747,28483,A,S,68400,4000,
600000.SH,600000,20240102,91502810,137748,28488,A,S,68700,4000,
600000.SH,600000,20240102,91502810,137749,28532,A,S,66900,3000,
600000.SH,600000,20240102,91502810,137750,28533,A,S,67100,3000,
600000.SH,600000,20240102,91502810,137751,28681,A,B,65900,6000,
600000.SH,600000,20240102,91502810,137752,28687,A,B,65700,6000,
600000.SH,600000,20240102,91502810,137753,28699,A,B,65500,6000,
600000.SH,600000,20240102,91502810,137754,28762,A,S,67500,10000,
600000.SH,600000,20240102,91502810,137755,28783,A,S,68800,800,
600000.SH,600000,20240102,91502810,137756,28938,A,B,65800,6000,
600000.SH,600000,20240102,91502810,137757,28943,A,B,65700,10000,
600000.SH,600000,20240102,91502810,137758,28947,A,B,65600,5000,
600000.SH,600000,20240102,91502810,137759,28960,A,B,65400,5000,
600000.SH,600000,20240102,91502810,137760,28971,A,B,65300,5000,
600000.SH,600000,20240102,91502810,137761,28989,A,B,65200,5000,
600000.SH,600000,20240102,91502810,137762,29008,A,B,65100,5000,
600000.SH,600000,20240102,91502810,137763,29105,A,S,67800,400,
600000.SH,600000,20240102,91502810,137764,29120,A,S,70300,200,
600000.SH,600000,20240102,91502810,137765,29656,A,S,72800,2600,
600000.SH,600000,20240102,91502810,137766,29713,A,B,63300,800,
600000.SH,600000,20240102,91502810,137767,29723,A,B,61800,800,
600000.SH,600000,20240102,91502810,137768,29734,A,B,60600,900,
600000.SH,600000,20240102,91502810,137769,30071,A,S,67000,1800,
600000.SH,600000,20240102,91502810,137770,30094,A,S,67200,1800,
600000.SH,600000,20240102,91502810,137771,30106,A,S,67400,1800,
600000.SH,600000,20240102,91502810,137772,30127,A,S,67600,2200,
600000.SH,600000,20240102,91502810,137773,30443,A,S,72800,2000,
600000.SH,600000,20240102,91502930,137774,30450,A,S,68400,2000,
600000.SH,600000,20240102,91502930,137775,30466,A,B,65900,2000,
600000.SH,600000,20240102,91502930,137776,30495,A,B,65800,2000,
600000.SH,600000,20240102,91502930,137777,30496,A,B,65700,2000,
600000.SH,600000,20240102,91502930,137778,30497,A,B,65500,3000,
600000.SH,600000,20240102,91502930,137779,30535,A,B,65400,3000,
600000.SH,600000,20240102,91502930,137780,30536,A,B,65600,3000,
600000.SH,600000,20240102,91502930,137781,31002,A,B,65800,300,
600000.SH,600000,20240102,91502930,137782,31100,A,S,66600,3000,
600000.SH,600000,20240102,91502930,137783,31266,A,S,68100,1000,
600000.SH,600000,20240102,91502930,137784,31290,A,B,66000,2000,
600000.SH,600000,20240102,91502930,137785,31635,A,B,66000,2000,
600000.SH,600000,20240102,91502930,137786,31837,A,S,71000,500,
600000.SH,600000,20240102,91502930,137787,31893,A,B,60000,500,
600000.SH,600000,20240102,91502930,137788,32062,A,S,67500,1000,
600000.SH,600000,20240102,91502930,137789,32063,A,S,68000,1000,
600000.SH,600000,20240102,91502930,137790,32067,A,S,67600,1400,
600000.SH,600000,20240102,91502930,137791,32268,A,S,72800,400,
600000.SH,600000,20240102,91502930,137792,32269,A,B,66100,700,
600000.SH,600000,20240102,91502930,137793,32304,A,S,67800,2900,
600000.SH,600000,20240102,91502930,137794,32305,A,S,68000,2979,
600000.SH,600000,20240102,91502930,137795,32307,A,S,71000,2000,
600000.SH,600000,20240102,91502930,137796,32308,A,S,72800,4000,
600000.SH,600000,20240102,91502930,137797,32310,A,B,64200,6000,
600000.SH,600000,20240102,91502930,137798,32352,A,B,63000,100,
600000.SH,600000,20240102,91502930,137799,32403,A,S,72300,8300,
600000.SH,600000,20240102,91503050,137800,32561,A,S,72800,7500,
600000.SH,600000,20240102,91503050,137801,32639,A,S,69900,4000,
600000.SH,600000,20240102,91503050,137802,32655,A,S,70200,4000,
600000.SH,600000,20240102,91503050,137803,32663,A,S,70400,4000,
600000.SH,600000,20240102,91503050,137804,32665,A,S,70800,4000,
600000.SH,600000,20240102,91503050,137805,32667,A,S,70800,4000,
600000.SH,600000,20240102,91503050,137806,32681,A,S,71300,4000,
600000.SH,600000,20240102,91503050,137807,32693,A,S,72100,4000,
600000.SH,600000,20240102,91503050,137808,32706,A,S,72400,4000,
600000.SH,600000,20240102,91503050,137809,32806,A,S,67500,300,
600000.SH,600000,20240102,91503050,137810,33105,A,S,67800,2300,
600000.SH,600000,20240102,91503050,137811,33125,A,S,68000,1200,
600000.SH,600000,20240102,91503050,137812,33165,A,S,69000,1200,
600000.SH,600000,20240102,91503050,137813,33166,A,S,70000,1200,
600000.SH,600000,20240102,91503050,137814,33233,A,B,65700,5000,
600000.SH,600000,20240102,91503050,137815,33239,A,S,67300,5000,
600000.SH,600000,20240102,91503050,137816,33416,A,B,65000,10000,
600000.SH,600000,20240102,91503050,137817,33545,A,B,65100,400,
600000.SH,600000,20240102,91503050,137818,33546,A,B,65100,400,
600000.SH,600000,20240102,91503050,137819,33638,A,B,65100,400,
600000.SH,600000,20240102,91503050,137820,33727,A,B,65100,400,
600000.SH,600000,20240102,91503050,137821,33864,A,B,65100,400,
600000.SH,600000,20240102,91503050,137822,33918,A,S,69200,2200,
600000.SH,600000,20240102,91503050,137823,34132,A,B,65100,400,
600000.SH,600000,20240102,91503050,137824,34138,A,B,65700,3000,
600000.SH,600000,20240102,91503050,137825,34139,A,S,69100,3000,
600000.SH,600000,20240102,91503050,137826,34198,A,S,68100,1500,
600000.SH,600000,20240102,91503050,137827,34214,A,S,69400,2200,
600000.SH,600000,20240102,91503180,137828,34466,A,B,66300,100,
600000.SH,600000,20240102,91503180,137829,34980,A,S,66600,1500,
600000.SH,600000,20240102,91503180,137830,35194,A,B,65700,1800,
600000.SH,600000,20240102,91503180,137831,35197,A,S,72300,700,
600000.SH,600000,20240102,91503180,137832,35300,A,B,65000,1000,
600000.SH,600000,20240102,91503180,137833,35428,A,S,68800,2500,
600000.SH,600000,20240102,91503180,137834,35429,A,S,69800,2500,
600000.SH,600000,20240102,91503180,137835,35433,A,S,70800,2500,
600000.SH,600000,20240102,91503180,137836,35454,A,S,71800,2500,
600000.SH,600000,20240102,91503180,137837,35837,A,S,68600,2900,
600000.SH,600000,20240102,91503180,137838,36136,A,B,60000,500,
600000.SH,600000,20240102,91503300,137839,36362,A,B,65900,1000,
600000.SH,600000,20240102,91503300,137840,36455,A,S,72800,2000,
600000.SH,600000,20240102,91503300,137841,36551,A,S,66800,1000,
600000.SH,600000,20240102,91503300,137842,36565,A,S,69900,2000,
600000.SH,600000,20240102,91503300,137843,36568,A,S,69000,2000,
600000.SH,600000,20240102,91503300,137844,36571,A,S,68000,2000,
600000.SH,600000,20240102,91503300,137845,36590,A,S,67000,2600,
600000.SH,600000,20240102,91503300,137846,36663,A,S,67500,1000,
600000.SH,600000,20240102,91503300,137847,36664,A,S,67600,1000,
600000.SH,600000,20240102,91503300,137848,36790,A,S,69600,3000,
600000.SH,600000,20240102,91503300,137849,36791,A,S,72300,7000,
600000.SH,600000,20240102,91503300,137850,37440,A,S,68700,500,
600000.SH,600000,20240102,91503300,137851,37441,A,S,69800,500,
600000.SH,600000,20240102,91503300,137852,37532,A,S,67200,10000,
600000.SH,600000,20240102,91503300,137853,37720,A,S,72700,3000,
600000.SH,600000,20240102,91503300,137854,37928,A,S,68500,800,
600000.SH,600000,20240102,91503300,137855,38074,A,B,66000,700,
600000.SH,600000,20240102,91503430,137856,38463,A,B,66000,200,
600000.SH,600000,20240102,91503430,137857,38478,A,S,67100,200,
600000.SH,600000,20240102,91503430,137858,38481,A,S,67300,200,
600000.SH,600000,20240102,91503430,137859,38486,A,S,67500,200,
600000.SH,600000,20240102,91503430,137860,38813,A,B,63900,5000,
600000.SH,600000,20240102,91503430,137861,38916,A,B,65000,10000,
600000.SH,600000,20240102,91503430,137862,39095,A,B,65100,500,
600000.SH,600000,20240102,91503430,137863,39209,A,B,66300,100,
600000.SH,600000,20240102,91503530,137864,39709,A,B,65100,100000,
600000.SH,600000,20240102,91503530,137865,39965,A,B,63000,1000,
600000.SH,600000,20240102,91503530,137866,40132,A,S,69300,3400,
600000.SH,600000,20240102,91503530,137867,40334,A,S,69500,3400,
600000.SH,600000,20240102,91503530,137868,40591,A,S,67300,1000,
600000.SH,600000,20240102,91503530,137869,40592,A,S,68100,1000,
600000.SH,600000,20240102,91503530,137870,40593,A,S,66900,1000,
600000.SH,600000,20240102,91503530,137871,40598,A,S,67700,1000,
600000.SH,600000,20240102,91503530,137872,40641,A,S,69400,200,
600000.SH,600000,20240102,91503530,137873,40721,A,B,65300,1000,
600000.SH,600000,20240102,91503530,137874,40797,A,S,67500,1000,
600000.SH,600000,20240102,91503530,137875,40804,A,S,68500,1000,
600000.SH,600000,20240102,91503530,137876,40810,A,S,69500,1000,
600000.SH,600000,20240102,91503530,137877,40813,A,S,70500,1000,
600000.SH,600000,20240102,91503530,137878,40817,A,S,71500,1000,
600000.SH,600000,20240102,91503530,137879,40818,A,S,72500,1000,
600000.SH,600000,20240102,91503530,137880,40964,A,S,70000,1800,
600000.SH,600000,20240102,91503530,137881,40998,A,S,72800,500,
600000.SH,600000,20240102,91503530,137882,41115,A,S,66800,2000,
600000.SH,600000,20240102,91503530,137883,41231,A,S,70100,300,
600000.SH,600000,20240102,91503530,137884,41244,A,S,72800,2800,
600000.SH,600000,20240102,91503660,137885,41734,A,S,68500,500,
600000.SH,600000,20240102,91503660,137886,41836,A,B,60900,100,
600000.SH,600000,20240102,91503660,137887,42131,A,S,67000,400,
600000.SH,600000,20240102,91503660,137888,42643,A,S,67800,600,
600000.SH,600000,20240102,91503660,137889,42825,A,S,66900,4000,
600000.SH,600000,20240102,91503660,137890,43118,A,S,68800,4000,
600000.SH,600000,20240102,91503660,137891,43119,A,S,69800,5000,
600000.SH,600000,20240102,91503660,137892,43400,A,S,67200,2400,
600000.SH,600000,20240102,91503660,137893,43524,A,B,62300,1700,
600000.SH,600000,20240102,91503660,137894,43576,A,S,68300,1700,
600000.SH,600000,20240102,91503660,137895,43577,A,B,63900,1700,
600000.SH,600000,20240102,91503790,137896,43758,A,B,65100,1000,
600000.SH,600000,20240102,91503790,137897,43828,A,S,68200,1500,
600000.SH,600000,20240102,91503790,137898,44130,A,S,69000,2000,
600000.SH,600000,20240102,91503790,137899,44389,A,S,67600,2600,
600000.SH,600000,20240102,91503790,137900,44390,A,S,68200,2600,
600000.SH,600000,20240102,91503790,137901,44657,A,S,68800,2600,
600000.SH,600000,20240102,91503790,137902,44761,A,B,65500,1000,
600000.SH,600000,20240102,91503790,137903,44805,A,S,72000,200,
600000.SH,600000,20240102,91503790,137904,44892,A,S,69500,2600,
600000.SH,600000,20240102,91503790,137905,44915,A,S,70000,300,
600000.SH,600000,20240102,91503790,137906,44934,A,B,65000,300,
600000.SH,600000,20240102,91503930,137907,45703,A,B,66200,27100,
600000.SH,600000,20240102,91503930,137908,45888,A,S,67500,1400,
600000.SH,600000,20240102,91503930,137909,46014,A,S,70000,100,
600000.SH,600000,20240102,91503930,137910,46115,A,B,66000,300,
600000.SH,600000,20240102,91503930,137911,47389,A,B,66000,1000,
600000.SH,600000,20240102,91503930,137912,47402,A,S,72800,200,
600000.SH,600000,20240102,91504060,137913,47698,A,S,69400,1200,
600000.SH,600000,20240102,91504060,137914,47745,A,B,65800,500,
600000.SH,600000,20240102,91504060,137915,48090,A,B,63000,300,
600000.SH,600000,20240102,91504060,137916,48150,A,B,65900,3300,
600000.SH,600000,20240102,91504060,137917,48371,A,B,59700,100,
600000.SH,600000,20240102,91504060,137918,48644,A,B,65200,1000,
600000.SH,600000,20240102,91504060,137919,48650,A,S,68900,1000,
600000.SH,600000,20240102,91504060,137920,48866,A,S,66200,500,
600000.SH,600000,20240102,91504060,137921,48896,A,S,69800,1000,
600000.SH,600000,20240102,91504060,137922,49050,A,S,67500,800,
600000.SH,600000,20240102,91504060,137923,49068,A,S,66600,800,
600000.SH,600000,20240102,91504060,137924,49069,A,S,66700,800,
600000.SH,600000,20240102,91504060,137925,49070,A,S,66800,900,
600000.SH,600000,20240102,91504060,137926,49166,A,B,65900,800,
600000.SH,600000,20240102,91504060,137927,49172,A,B,65800,800,
600000.SH,600000,20240102,91504060,137928,49173,A,B,65700,900,
600000.SH,600000,20240102,91504060,137929,49284,A,S,66500,16000,
600000.SH,600000,20240102,91504060,137930,49496,A,S,66900,10000,
600000.SH,600000,20240102,91504060,137931,49497,A,S,67100,10000,
600000.SH,600000,20240102,91504190,137932,49750,A,S,72800,1500,
600000.SH,600000,20240102,91504190,137933,49779,A,B,66100,500,
600000.SH,600000,20240102,91504190,137934,49977,A,S,72800,9000,
600000.SH,600000,20240102,91504190,137935,50052,A,B,66200,6400,
600000.SH,600000,20240102,91504190,137936,50930,A,S,71000,2300,
